,county,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27
0,50001,0,0,0,0,0,0
1,50003,0,0,0,0,0,0
2,50005,0,0,0,0,0,0
3,50007,0,0,0,0,0,0
4,50009,0,0,0,0,0,0
5,50011,0,0,0,4,8,8
6,50013,0,0,0,0,0,0
7,50015,0,0,0,0,0,0
8,50017,1,2,10,14,18,18
9,50019,0,0,0,0,0,0
10,50021,0,0,0,0,16,17
11,50023,0,0,0,0,0,0
12,50025,1,7,10,13,16,16
13,50027,0,0,0,0,0,0
